signal_id,symbol,side,D_arm_time,R_confirm_time,order_create_time,expected_entry,actual_entry,actual_entry_time,ENTRY_R_LOW,ENTRY_R_HIGH,ENTRY_R_SIZE,structural_stop,stop_time,partial_exit_times,final_exit_time,exit_reason,r_net,pm_margin_pct,fee,funding,funding_events,mae,mfe,hold_h,age_bars,atr_idx,atr_end_time,decision_time,fills,event_sequence
S-2021-12-14 03:59-69,BTCUSDT,SHORT,2021-12-14 00:00,2021-12-14 03:59,2021-12-14 04:00,47358.32,47358.32,2021-12-14 08:35,47900.00,46208.55,1691.45,48043.70,2021-12-14 21:09,,2021-12-14 21:09,stop,-0.015584,-15.584,0.000700,-0.000088,2021-12-14 16:00:-0.000088,-0.01447,0.01949,12.58,2,4965,2021-12-14 07:59,2021-12-14 08:35,stop@2021-12-14 21:09:48043.70:1.000,2021-12-14 08:35|FILL|47358.32|1.000;2021-12-14 21:09|EXIT_STOP|48043.70|1.000
S-2021-12-17 23:59-70,BTCUSDT,SHORT,2021-12-18 00:00,2021-12-17 23:59,2021-12-18 00:00,46833.60,46833.60,2021-12-18 05:40,47430.00,45500.00,1930.00,47572.29,2021-12-19 03:19,,2021-12-19 03:19,stop,-0.016726,-16.726,0.000700,-0.000247,2021-12-18 08:00:-0.000092;2021-12-18 16:00:-0.000084;2021-12-19 00:00:-0.000071,-0.01577,0.01419,21.67,2,4988,2021-12-18 03:59,2021-12-18 05:40,stop@2021-12-19 03:19:47572.29:1.000,2021-12-18 05:40|FILL|46833.60|1.000;2021-12-19 03:19|EXIT_STOP|47572.29|1.000
S-2022-01-07 19:59-71,BTCUSDT,SHORT,2022-01-08 00:00,2022-01-07 19:59,2022-01-08 00:00,42242.08,42242.08,2022-01-08 01:10,42960.00,40456.56,2503.44,43088.88,2022-01-08 22:24,2022-01-08 19:04;2022-01-08 19:04,2022-01-08 22:24,stop,0.021851,21.851,0.000513,-0.000200,2022-01-08 08:00:-0.000100;2022-01-08 16:00:-0.000100,-0.00012,0.04124,21.25,2,5113,2022-01-07 23:59,2022-01-08 01:10,tp@2022-01-08 19:04:40548.48:0.500;tp@2022-01-08 19:04:41716.62:0.125;stop@2022-01-08 22:24:42157.60:0.375,2022-01-08 01:10|FILL|42242.08|1.000;2022-01-08 19:04|EXIT_TP|40548.48|0.500;2022-01-08 19:04|EXIT_TP|41716.62|0.125;2022-01-08 22:24|EXIT_STOP|42157.60|0.375
S-2022-01-22 19:59-72,BTCUSDT,SHORT,2022-01-21 00:00,2022-01-22 19:59,2022-01-22 20:00,35609.11,35609.11,2022-01-22 21:55,36181.08,34211.50,1969.58,36289.62,2022-01-23 23:14,,2022-01-23 23:14,stop,-0.020239,-20.239,0.000700,-0.000072,2022-01-23 00:00:-0.000100;2022-01-23 08:00:+0.000013;2022-01-23 16:00:+0.000016,-0.01911,0.02865,25.33,1,5202,2022-01-22 19:59,2022-01-22 21:55,stop@2022-01-23 23:14:36289.62:1.000,2022-01-22 21:55|FILL|35609.11|1.000;2022-01-23 23:14|EXIT_STOP|36289.62|1.000
S-2022-01-25 03:59-73,BTCUSDT,SHORT,2022-01-25 00:00,2022-01-25 03:59,2022-01-25 04:00,37040.98,37040.98,2022-01-25 14:35,37528.00,35936.65,1591.35,37640.58,2022-01-26 04:49,,2022-01-26 04:49,stop,-0.017481,-17.481,0.000700,0.000093,2022-01-25 16:00:+0.000100;2022-01-26 00:00:-0.000007,-0.01619,0.02944,14.25,3,5218,2022-01-25 11:59,2022-01-25 14:35,stop@2022-01-26 04:49:37640.58:1.000,2022-01-25 14:35|FILL|37040.98|1.000;2022-01-26 04:49|EXIT_STOP|37640.58|1.000
L-2022-01-29 23:59-74,BTCUSDT,LONG,2022-01-30 00:00,2022-01-29 23:59,2022-01-30 00:00,37718.57,37718.57,2022-01-30 00:40,37252.00,38750.94,1498.94,37140.24,2022-01-31 00:44,,2022-01-31 00:44,stop,-0.016813,-16.813,0.000700,0.000281,2022-01-30 08:00:+0.000091;2022-01-30 16:00:+0.000100;2022-01-31 00:00:+0.000089,-0.01533,0.01860,24.08,1,5245,2022-01-29 23:59,2022-01-30 00:40,stop@2022-01-31 00:44:37140.24:1.000,2022-01-30 00:40|FILL|37718.57|1.000;2022-01-31 00:44|EXIT_STOP|37140.24|1.000
L-2022-02-11 23:59-75,BTCUSDT,LONG,2022-02-12 00:00,2022-02-11 23:59,2022-02-12 00:00,42574.75,42574.75,2022-02-12 00:00,42046.11,43746.52,1700.41,41919.97,2022-02-12 06:44,,2022-02-12 06:44,stop,-0.016579,-16.579,0.000700,0.000000,,-0.01538,0.00000,6.75,1,5323,2022-02-11 23:59,2022-02-12 00:00,stop@2022-02-12 06:44:41919.97:1.000,2022-02-12 00:00|FILL|42574.75|1.000;2022-02-12 06:44|EXIT_STOP|41919.97|1.000
S-2022-02-24 23:59-76,BTCUSDT,SHORT,2022-02-25 00:00,2022-02-24 23:59,2022-02-25 00:00,36861.24,36861.24,2022-02-25 00:00,37365.10,35700.10,1665.00,37477.20,2022-02-25 00:04,,2022-02-25 00:04,stop,-0.017910,-17.910,0.000700,0.000000,,-0.01671,0.00000,0.08,1,5401,2022-02-24 23:59,2022-02-25 00:00,stop@2022-02-25 00:04:37477.20:1.000,2022-02-25 00:00|FILL|36861.24|1.000;2022-02-25 00:04|EXIT_STOP|37477.20|1.000
L-2022-03-04 07:59-77,BTCUSDT,LONG,2022-03-04 00:00,2022-03-04 07:59,2022-03-04 08:00,41522.37,41522.37,2022-03-04 08:00,41050.00,42525.30,1475.30,40926.85,2022-03-04 08:34,,2022-03-04 08:34,stop,-0.015542,-15.542,0.000700,0.000000,,-0.01434,0.00609,0.58,1,5445,2022-03-04 07:59,2022-03-04 08:00,stop@2022-03-04 08:34:40926.85:1.000,2022-03-04 08:00|FILL|41522.37|1.000;2022-03-04 08:34|EXIT_STOP|40926.85|1.000
S-2022-03-07 23:59-78,BTCUSDT,SHORT,2022-03-08 00:00,2022-03-07 23:59,2022-03-08 00:00,38862.88,38862.88,2022-03-08 02:40,39550.00,37134.00,2416.00,39668.65,2022-03-09 03:24,,2022-03-09 03:24,stop,-0.021666,-21.666,0.000700,-0.000268,2022-03-08 08:00:-0.000100;2022-03-08 16:00:-0.000100;2022-03-09 00:00:-0.000068,-0.02073,0.02220,24.75,1,5467,2022-03-07 23:59,2022-03-08 02:40,stop@2022-03-09 03:24:39668.65:1.000,2022-03-08 02:40|FILL|38862.88|1.000;2022-03-09 03:24|EXIT_STOP|39668.65|1.000
S-2022-03-13 23:59-79,BTCUSDT,SHORT,2022-03-14 00:00,2022-03-13 23:59,2022-03-14 00:00,38570.66,38570.66,2022-03-14 04:10,39053.30,37500.00,1553.30,39170.46,2022-03-14 07:59,,2022-03-14 07:59,stop,-0.016751,-16.751,0.000700,0.000000,,-0.01555,0.00942,3.83,2,5504,2022-03-14 03:59,2022-03-14 04:10,stop@2022-03-14 07:59:39170.46:1.000,2022-03-14 04:10|FILL|38570.66|1.000;2022-03-14 07:59|EXIT_STOP|39170.46|1.000
L-2022-04-12 23:59-80,BTCUSDT,LONG,2022-04-13 00:00,2022-04-12 23:59,2022-04-13 00:00,39627.85,39627.85,2022-04-13 01:15,39231.10,40410.00,1178.90,39113.41,2022-04-14 18:54,2022-04-13 14:14,2022-04-14 18:54,stop,0.013117,13.117,0.000550,0.000065,2022-04-13 08:00:+0.000008;2022-04-13 16:00:-0.000007;2022-04-14 00:00:+0.000025;2022-04-14 08:00:+0.000018;2022-04-14 16:00:+0.000022,-0.00146,0.04926,41.67,1,5683,2022-04-12 23:59,2022-04-13 01:15,tp@2022-04-13 14:14:40656.73:0.500;stop@2022-04-14 18:54:39707.10:0.500,2022-04-13 01:15|FILL|39627.85|1.000;2022-04-13 14:14|EXIT_TP|40656.73|0.500;2022-04-14 18:54|EXIT_STOP|39707.10|0.500
S-2022-05-03 07:59-81,BTCUSDT,SHORT,2022-05-03 00:00,2022-05-03 07:59,2022-05-03 08:00,38643.27,38643.27,2022-05-03 08:05,38911.60,38267.30,644.30,39028.33,2022-05-04 07:49,2022-05-03 18:09,2022-05-04 07:49,stop,0.010315,10.315,0.000550,-0.000150,2022-05-03 16:00:-0.000100;2022-05-04 00:00:-0.000050,-0.00043,0.02958,23.75,1,5805,2022-05-03 07:59,2022-05-03 08:05,tp@2022-05-03 18:09:37873.13:0.500;stop@2022-05-04 07:49:38565.98:0.500,2022-05-03 08:05|FILL|38643.27|1.000;2022-05-03 18:09|EXIT_TP|37873.13|0.500;2022-05-04 07:49|EXIT_STOP|38565.98|0.500
S-2022-05-10 03:59-82,BTCUSDT,SHORT,2022-05-10 00:00,2022-05-10 03:59,2022-05-10 04:00,31819.65,31819.65,2022-05-10 05:45,32599.30,29701.40,2897.90,32697.10,2022-05-11 13:49,2022-05-11 12:44;2022-05-11 12:44;2022-05-11 12:49,2022-05-11 13:49,stop,0.037725,37.725,0.000475,-0.000345,2022-05-10 08:00:-0.000100;2022-05-10 16:00:-0.000100;2022-05-11 00:00:-0.000076;2022-05-11 08:00:-0.000069,-0.02610,0.08861,32.08,1,5846,2022-05-10 03:59,2022-05-10 05:45,tp@2022-05-11 12:44:30064.75:0.500;tp@2022-05-11 12:44:31303.60:0.125;tp@2022-05-11 12:49:29814.48:0.125;stop@2022-05-11 13:49:31756.01:0.250,2022-05-10 05:45|FILL|31819.65|1.000;2022-05-11 12:44|EXIT_TP|30064.75|0.500;2022-05-11 12:44|EXIT_TP|31303.60|0.125;2022-05-11 12:49|EXIT_TP|29814.48|0.125;2022-05-11 13:49|EXIT_STOP|31756.01|0.250
S-2022-05-12 07:59-83,BTCUSDT,SHORT,2022-05-12 00:00,2022-05-12 07:59,2022-05-12 08:00,29313.06,29313.06,2022-05-12 14:55,30257.00,26631.00,3626.00,30347.77,2022-05-13 03:09,,2022-05-13 03:09,stop,-0.036717,-36.717,0.000700,0.000218,2022-05-12 16:00:+0.000147;2022-05-13 00:00:+0.000071,-0.03530,0.04587,12.25,2,5860,2022-05-12 11:59,2022-05-12 14:55,stop@2022-05-13 03:09:30347.77:1.000,2022-05-12 14:55|FILL|29313.06|1.000;2022-05-13 03:09|EXIT_STOP|30347.77|1.000
L-2022-05-31 19:59-84,BTCUSDT,LONG,2022-05-31 00:00,2022-05-31 19:59,2022-05-31 20:00,31601.02,31601.02,2022-05-31 20:05,31222.00,32427.50,1205.50,31128.33,2022-06-01 14:39,,2022-06-01 14:39,stop,-0.016358,-16.358,0.000700,0.000200,2022-06-01 00:00:+0.000100;2022-06-01 08:00:+0.000100,-0.01496,0.01219,18.58,1,5976,2022-05-31 19:59,2022-05-31 20:05,stop@2022-06-01 14:39:31128.33:1.000,2022-05-31 20:05|FILL|31601.02|1.000;2022-06-01 14:39|EXIT_STOP|31128.33|1.000
L-2022-06-02 11:59-85,BTCUSDT,LONG,2022-06-02 00:00,2022-06-02 11:59,2022-06-02 12:00,29804.14,29804.14,2022-06-02 13:10,29566.10,30197.00,630.90,29477.40,2022-06-03 10:34,2022-06-02 22:09,2022-06-03 10:34,stop,0.011166,11.166,0.000550,-0.000003,2022-06-02 16:00:+0.000021;2022-06-03 00:00:-0.000017;2022-06-03 08:00:-0.000007,-0.00752,0.03174,21.42,1,5986,2022-06-02 11:59,2022-06-02 13:10,tp@2022-06-02 22:09:30457.61:0.500;stop@2022-06-03 10:34:29863.75:0.500,2022-06-02 13:10|FILL|29804.14|1.000;2022-06-02 22:09|EXIT_TP|30457.61|0.500;2022-06-03 10:34|EXIT_STOP|29863.75|0.500
S-2022-06-07 23:59-86,BTCUSDT,SHORT,2022-06-08 00:00,2022-06-07 23:59,2022-06-08 00:00,30934.80,30934.80,2022-06-08 00:00,31428.80,29730.00,1698.80,31523.09,,2022-06-10 00:19;2022-06-10 16:29;2022-06-11 12:59;2022-06-11 16:19,2022-06-12 02:44,tp,0.063422,63.422,0.000400,-0.000692,2022-06-08 08:00:-0.000100;2022-06-08 16:00:-0.000100;2022-06-09 00:00:-0.000100;2022-06-09 08:00:-0.000091;2022-06-09 16:00:-0.000100;2022-06-10 00:00:-0.000100;2022-06-10 08:00:-0.000046;2022-06-10 16:00:-0.000018;2022-06-11 00:00:-0.000007;2022-06-11 08:00:-0.000001;2022-06-11 16:00:-0.000017;2022-06-12 00:00:-0.000013,-0.01261,0.11568,98.75,1,6019,2022-06-07 23:59,2022-06-08 00:00,tp@2022-06-10 00:19:29758.23:0.500;tp@2022-06-10 16:29:28827.33:0.125;tp@2022-06-11 12:59:28546.83:0.125;tp@2022-06-11 16:19:28091.80:0.125;tp@2022-06-12 02:44:27356.28:0.125,2022-06-08 00:00|FILL|30934.80|1.000;2022-06-10 00:19|EXIT_TP|29758.23|0.500;2022-06-10 16:29|EXIT_TP|28827.33|0.125;2022-06-11 12:59|EXIT_TP|28546.83|0.125;2022-06-11 16:19|EXIT_TP|28091.80|0.125;2022-06-12 02:44|EXIT_TP|27356.28|0.125
S-2022-06-12 11:59-87,BTCUSDT,SHORT,2022-06-11 00:00,2022-06-12 11:59,2022-06-12 12:00,28122.92,28122.92,2022-06-12 15:15,28530.30,27162.70,1367.60,28615.89,,2022-06-12 22:04;2022-06-12 22:04,2022-06-21 05:25,v,0.118418,118.418,0.000513,-0.000041,2022-06-12 16:00:-0.000004;2022-06-13 00:00:-0.000021;2022-06-13 08:00:+0.000012;2022-06-13 16:00:+0.000002;2022-06-14 00:00:-0.000015;2022-06-14 08:00:+0.000038;2022-06-14 16:00:+0.000019;2022-06-15 00:00:+0.000008;2022-06-15 08:00:+0.000027;2022-06-15 16:00:+0.000002;2022-06-16 00:00:+0.000015;2022-06-16 08:00:-0.000017;2022-06-16 16:00:+0.000020;2022-06-17 00:00:+0.000008;2022-06-17 08:00:+0.000036;2022-06-17 16:00:-0.000019;2022-06-18 00:00:-0.000028;2022-06-18 08:00:-0.000017;2022-06-18 16:00:-0.000020;2022-06-19 00:00:-0.000016;2022-06-19 08:00:+0.000017;2022-06-19 16:00:-0.000027;2022-06-20 00:00:-0.000003;2022-06-20 08:00:+0.000002;2022-06-20 16:00:-0.000023;2022-06-21 00:00:-0.000038,-0.00764,0.37442,206.17,1,6046,2022-06-12 11:59,2022-06-12 15:15,tp@2022-06-12 22:04:27136.99:0.500;tp@2022-06-12 22:04:27356.28:0.125;v@2022-06-21 05:25:20777.00:0.375,2022-06-12 15:15|FILL|28122.92|1.000;2022-06-12 22:04|EXIT_TP|27136.99|0.500;2022-06-12 22:04|EXIT_TP|27356.28|0.125;2022-06-21 05:24|V_DETECT|20815.95|0.000;2022-06-21 05:25|EXIT_V|20777.00|0.375
L-2022-07-17 03:59-88,BTCUSDT,LONG,2022-07-15 00:00,2022-07-17 03:59,2022-07-17 04:00,21092.68,21092.68,2022-07-17 14:00,20900.00,21449.10,549.10,20837.30,2022-07-17 17:59,,2022-07-17 17:59,stop,-0.013394,-13.394,0.000700,0.000087,2022-07-17 16:00:+0.000087,-0.01211,0.01216,4.00,3,6256,2022-07-17 11:59,2022-07-17 14:00,stop@2022-07-17 17:59:20837.30:1.000,2022-07-17 14:00|FILL|21092.68|1.000;2022-07-17 17:59|EXIT_STOP|20837.30|1.000
L-2022-07-21 03:59-89,BTCUSDT,LONG,2022-07-21 00:00,2022-07-21 03:59,2022-07-21 04:00,23191.00,23191.00,2022-07-21 04:00,22912.40,23799.00,886.60,22843.66,2022-07-21 04:04,,2022-07-21 04:04,stop,-0.016177,-16.177,0.000700,0.000000,,-0.01498,0.00000,0.08,1,6278,2022-07-21 03:59,2022-07-21 04:00,stop@2022-07-21 04:04:22843.66:1.000,2022-07-21 04:00|FILL|23191.00|1.000;2022-07-21 04:04|EXIT_STOP|22843.66|1.000
S-2022-08-22 15:59-90,BTCUSDT,SHORT,2022-08-22 00:00,2022-08-22 15:59,2022-08-22 16:00,21267.75,21267.75,2022-08-22 16:00,21477.90,20858.60,619.30,21542.33,2022-08-22 16:04,,2022-08-22 16:04,stop,-0.014111,-14.111,0.000700,0.000000,,-0.01291,0.00000,0.08,1,6473,2022-08-22 15:59,2022-08-22 16:00,stop@2022-08-22 16:04:21542.33:1.000,2022-08-22 16:00|FILL|21267.75|1.000;2022-08-22 16:04|EXIT_STOP|21542.33|1.000
S-2022-08-29 19:59-91,BTCUSDT,SHORT,2022-08-30 00:00,2022-08-29 19:59,2022-08-30 00:00,20170.27,20170.27,2022-08-30 00:00,20365.60,19795.10,570.50,20426.70,2022-08-30 04:29,,2022-08-30 04:29,stop,-0.013913,-13.913,0.000700,0.000000,,-0.01271,0.00348,4.50,2,6517,2022-08-29 23:59,2022-08-30 00:00,stop@2022-08-30 04:29:20426.70:1.000,2022-08-30 00:00|FILL|20170.27|1.000;2022-08-30 04:29|EXIT_STOP|20426.70|1.000
L-2022-09-15 19:59-92,BTCUSDT,LONG,2022-09-14 00:00,2022-09-15 19:59,2022-09-15 20:00,19685.51,19685.51,2022-09-15 22:40,19453.00,20188.70,735.70,19394.64,2022-09-16 13:59,,2022-09-16 13:59,stop,-0.016100,-16.100,0.000700,0.000124,2022-09-16 00:00:+0.000081;2022-09-16 08:00:+0.000043,-0.01478,0.00978,15.33,1,6618,2022-09-15 19:59,2022-09-15 22:40,stop@2022-09-16 13:59:19394.64:1.000,2022-09-15 22:40|FILL|19685.51|1.000;2022-09-16 13:59|EXIT_STOP|19394.64|1.000
L-2022-09-28 07:59-93,BTCUSDT,LONG,2022-09-28 00:00,2022-09-28 07:59,2022-09-28 08:00,18697.24,18697.24,2022-09-28 08:40,18460.00,19228.30,768.30,18404.62,2022-10-13 10:29,2022-09-28 14:29;2022-10-04 14:04;2022-10-04 20:29,2022-10-13 10:29,stop,0.035827,35.827,0.000475,0.001228,2022-09-28 16:00:+0.000027;2022-09-29 00:00:+0.000028;2022-09-29 08:00:+0.000038;2022-09-29 16:00:+0.000033;2022-09-30 00:00:+0.000050;2022-09-30 08:00:+0.000050;2022-09-30 16:00:+0.000050;2022-10-01 00:00:+0.000016;2022-10-01 08:00:+0.000050;2022-10-01 16:00:+0.000035;2022-10-02 00:00:+0.000021;2022-10-02 08:00:+0.000029;2022-10-02 16:00:+0.000027;2022-10-03 00:00:+0.000020;2022-10-03 08:00:+0.000042;2022-10-03 16:00:+0.000050;2022-10-04 00:00:+0.000050;2022-10-04 08:00:+0.000050;2022-10-04 16:00:+0.000038;2022-10-05 00:00:+0.000025;2022-10-05 08:00:+0.000025;2022-10-05 16:00:+0.000025;2022-10-06 00:00:+0.000025;2022-10-06 08:00:+0.000025;2022-10-06 16:00:+0.000025;2022-10-07 00:00:+0.000025;2022-10-07 08:00:+0.000025;2022-10-07 16:00:+0.000019;2022-10-08 00:00:+0.000010;2022-10-08 08:00:+0.000018;2022-10-08 16:00:+0.000010;2022-10-09 00:00:+0.000008;2022-10-09 08:00:+0.000004;2022-10-09 16:00:+0.000005;2022-10-10 00:00:+0.000016;2022-10-10 08:00:+0.000015;2022-10-10 16:00:+0.000025;2022-10-11 00:00:+0.000025;2022-10-11 08:00:+0.000025;2022-10-11 16:00:+0.000025;2022-10-12 00:00:+0.000025;2022-10-12 08:00:+0.000025;2022-10-12 16:00:+0.000025;2022-10-13 00:00:+0.000019;2022-10-13 08:00:+0.000025,-0.00742,0.09642,361.83,1,6693,2022-09-28 07:59,2022-09-28 08:40,tp@2022-09-28 14:29:19282.49:0.500;tp@2022-10-04 14:04:20223.18:0.125;tp@2022-10-04 20:29:20387.88:0.125;stop@2022-10-13 10:29:18734.64:0.250,2022-09-28 08:40|FILL|18697.24|1.000;2022-09-28 14:29|EXIT_TP|19282.49|0.500;2022-10-04 14:04|EXIT_TP|20223.18|0.125;2022-10-04 20:29|EXIT_TP|20387.88|0.125;2022-10-13 10:29|EXIT_STOP|18734.64|0.250
S-2022-11-22 11:59-94,BTCUSDT,SHORT,2022-11-22 00:00,2022-11-22 11:59,2022-11-22 12:00,15829.84,15829.84,2022-11-22 12:15,15960.00,15610.30,349.70,16007.88,2022-11-22 13:14,,2022-11-22 13:14,stop,-0.012447,-12.447,0.000700,0.000000,,-0.01125,0.00568,1.00,1,7024,2022-11-22 11:59,2022-11-22 12:15,stop@2022-11-22 13:14:16007.88:1.000,2022-11-22 12:15|FILL|15829.84|1.000;2022-11-22 13:14|EXIT_STOP|16007.88|1.000
L-2023-01-12 11:59-95,BTCUSDT,LONG,2023-01-12 00:00,2023-01-12 11:59,2023-01-12 12:00,18034.36,18034.36,2023-01-12 13:30,17902.40,18233.00,330.60,17848.69,,2023-01-12 17:39,2023-02-11 00:00,dexit,0.104393,104.393,0.000550,0.004725,2023-01-12 16:00:+0.000100;2023-01-13 00:00:+0.000050;2023-01-13 08:00:+0.000050;2023-01-13 16:00:+0.000036;2023-01-14 00:00:+0.000044;2023-01-14 08:00:+0.000229;2023-01-14 16:00:+0.000050;2023-01-15 00:00:+0.000069;2023-01-15 08:00:+0.000062;2023-01-15 16:00:+0.000099;2023-01-16 00:00:+0.000050;2023-01-16 08:00:+0.000050;2023-01-16 16:00:+0.000050;2023-01-17 00:00:+0.000050;2023-01-17 08:00:+0.000050;2023-01-17 16:00:+0.000050;2023-01-18 00:00:+0.000050;2023-01-18 08:00:+0.000050;2023-01-18 16:00:+0.000050;2023-01-19 00:00:+0.000050;2023-01-19 08:00:+0.000050;2023-01-19 16:00:+0.000050;2023-01-20 00:00:+0.000050;2023-01-20 08:00:+0.000050;2023-01-20 16:00:+0.000050;2023-01-21 00:00:+0.000050;2023-01-21 08:00:+0.000050;2023-01-21 16:00:+0.000050;2023-01-22 00:00:+0.000050;2023-01-22 08:00:+0.000050;2023-01-22 16:00:+0.000050;2023-01-23 00:00:+0.000050;2023-01-23 08:00:+0.000050;2023-01-23 16:00:+0.000050;2023-01-24 00:00:+0.000050;2023-01-24 08:00:+0.000050;2023-01-24 16:00:+0.000050;2023-01-25 00:00:+0.000050;2023-01-25 08:00:+0.000050;2023-01-25 16:00:+0.000050;2023-01-26 00:00:+0.000050;2023-01-26 08:00:+0.000050;2023-01-26 16:00:+0.000050;2023-01-27 00:00:+0.000050;2023-01-27 08:00:+0.000048;2023-01-27 16:00:+0.000050;2023-01-28 00:00:+0.000050;2023-01-28 08:00:+0.000050;2023-01-28 16:00:+0.000050;2023-01-29 00:00:+0.000050;2023-01-29 08:00:+0.000050;2023-01-29 16:00:+0.000050;2023-01-30 00:00:+0.000050;2023-01-30 08:00:+0.000050;2023-01-30 16:00:+0.000050;2023-01-31 00:00:+0.000050;2023-01-31 08:00:+0.000050;2023-01-31 16:00:+0.000050;2023-02-01 00:00:+0.000050;2023-02-01 08:00:+0.000050;2023-02-01 16:00:+0.000050;2023-02-02 00:00:+0.000050;2023-02-02 08:00:+0.000050;2023-02-02 16:00:+0.000050;2023-02-03 00:00:+0.000050;2023-02-03 08:00:+0.000050;2023-02-03 16:00:+0.000050;2023-02-04 00:00:+0.000050;2023-02-04 08:00:+0.000050;2023-02-04 16:00:+0.000050;2023-02-05 00:00:+0.000050;2023-02-05 08:00:+0.000050;2023-02-05 16:00:+0.000050;2023-02-06 00:00:+0.000050;2023-02-06 08:00:+0.000050;2023-02-06 16:00:+0.000050;2023-02-07 00:00:+0.000050;2023-02-07 08:00:+0.000050;2023-02-07 16:00:+0.000050;2023-02-08 00:00:+0.000050;2023-02-08 08:00:+0.000050;2023-02-08 16:00:+0.000050;2023-02-09 00:00:+0.000050;2023-02-09 08:00:+0.000050;2023-02-09 16:00:+0.000050;2023-02-10 00:00:+0.000050;2023-02-10 08:00:+0.000050;2023-02-10 16:00:+0.000050;2023-02-11 00:00:+0.000038,-0.00705,0.34640,706.50,1,7330,2023-01-12 11:59,2023-01-12 13:30,tp@2023-01-12 17:39:18405.70:0.500;dexit@2023-02-11 00:00:21618.60:0.500,2023-01-12 13:30|FILL|18034.36|1.000;2023-01-12 17:39|EXIT_TP|18405.70|0.500;2023-02-11 00:00|EXIT_DEXIT|21618.60|0.500
L-2023-02-16 11:59-96,BTCUSDT,LONG,2023-02-16 00:00,2023-02-16 11:59,2023-02-16 12:00,24472.91,24472.91,2023-02-16 12:10,24287.00,24764.60,477.60,24214.14,2023-02-16 20:29,2023-02-16 15:54;2023-02-16 15:54,2023-02-16 20:29,stop,0.011639,11.639,0.000513,0.000087,2023-02-16 16:00:+0.000087,-0.00658,0.03339,8.33,1,7540,2023-02-16 11:59,2023-02-16 12:10,tp@2023-02-16 15:54:24990.46:0.500;tp@2023-02-16 15:54:24688.62:0.125;stop@2023-02-16 20:29:24521.86:0.375,2023-02-16 12:10|FILL|24472.91|1.000;2023-02-16 15:54|EXIT_TP|24990.46|0.500;2023-02-16 15:54|EXIT_TP|24688.62|0.125;2023-02-16 20:29|EXIT_STOP|24521.86|0.375
L-2023-02-19 15:59-97,BTCUSDT,LONG,2023-02-18 00:00,2023-02-19 15:59,2023-02-19 16:00,24722.05,24722.05,2023-02-19 16:50,24516.70,25073.50,556.80,24443.15,2023-02-19 17:09,,2023-02-19 17:09,stop,-0.012481,-12.481,0.000700,0.000000,,-0.01128,0.00533,0.33,1,7559,2023-02-19 15:59,2023-02-19 16:50,stop@2023-02-19 17:09:24443.15:1.000,2023-02-19 16:50|FILL|24722.05|1.000;2023-02-19 17:09|EXIT_STOP|24443.15|1.000
L-2023-03-15 07:59-98,BTCUSDT,LONG,2023-03-15 00:00,2023-03-15 07:59,2023-03-15 08:00,24291.99,24291.99,2023-03-15 11:30,23951.00,25088.00,1137.00,23879.15,2023-03-15 16:09,2023-03-15 12:34;2023-03-15 12:34,2023-03-15 16:09,stop,0.017976,17.976,0.000513,0.000083,2023-03-15 16:00:+0.000083,-0.00107,0.03738,4.67,1,7701,2023-03-15 07:59,2023-03-15 11:30,tp@2023-03-15 12:34:25117.68:0.500;tp@2023-03-15 12:34:24489.01:0.125;stop@2023-03-15 16:09:24340.57:0.375,2023-03-15 11:30|FILL|24291.99|1.000;2023-03-15 12:34|EXIT_TP|25117.68|0.500;2023-03-15 12:34|EXIT_TP|24489.01|0.125;2023-03-15 16:09|EXIT_STOP|24340.57|0.375
L-2023-03-18 03:59-99,BTCUSDT,LONG,2023-03-18 00:00,2023-03-18 03:59,2023-03-18 04:00,26686.98,26686.98,2023-03-18 16:30,26250.00,27763.40,1513.40,26171.25,2023-03-22 19:54,2023-03-19 15:59,2023-03-22 19:54,stop,0.019054,19.054,0.000550,0.000472,2023-03-19 00:00:+0.000100;2023-03-19 08:00:+0.000100;2023-03-19 16:00:+0.000050;2023-03-20 00:00:+0.000050;2023-03-20 08:00:+0.000045;2023-03-20 16:00:+0.000050;2023-03-21 00:00:+0.000041;2023-03-21 08:00:+0.000006;2023-03-21 16:00:+0.000001;2023-03-22 00:00:+0.000001;2023-03-22 08:00:+0.000000;2023-03-22 16:00:+0.000027,-0.00493,0.08221,99.42,4,7721,2023-03-18 15:59,2023-03-18 16:30,tp@2023-03-19 15:59:27718.45:0.500;stop@2023-03-22 19:54:26740.36:0.500,2023-03-18 16:30|FILL|26686.98|1.000;2023-03-19 15:59|EXIT_TP|27718.45|0.500;2023-03-22 19:54|EXIT_STOP|26740.36|0.500
